ProductID,CategoryL1,CategoryL2,Tags,PopularityRank,PopularityScore,SavingAmount
P15151,Beauty,Fragrance,"heavy-duty, new arrival, top rated, budget-friendly, essential item",26758,1.4484022836213186e-08,10.35
P15152,Health,Wellness Devices,"customer favorite, limited edition",2179,1.0292553033831537e-06,3.18
P15153,Fashion,Men's Apparel,top rated,9771,8.029048517853971e-08,5.62
P15154,Books,Fiction,"for adults, on sale, modern design",26592,1.4638066010464336e-08,3.0
P15155,Toys,Dolls,"for kids, gift idea, gluten-free, easy to use",20025,2.3707573887912973e-08,3.0
P15156,Grocery,Pantry Staples,"essential item, durable, for kids",12081,5.59738914844354e-08,3.0
P15157,Health,Medical Supplies,"new arrival, imported",3406,4.816643579250482e-07,3.0
P15158,Sports,Water Sports,"customer favorite, durable, organic certified, top rated, budget-friendly",1602,1.7363374600209318e-06,3.0
P15159,Fashion,Men's Apparel,"new arrival, organic certified",20993,2.1879316214498218e-08,13.54
P15160,Health,Personal Care,"smart device, for kids, imported, gluten-free, durable",5875,1.9065448415705986e-07,3.0
P15161,Fashion,Jewelry,budget-friendly,24570,1.674447898890703e-08,3.0
P15162,Books,Sci-Fi,"on sale, wireless, budget-friendly",11453,6.129113469902422e-08,3.0
P15163,Automotive,Car Care,gluten-free,13906,4.406731827825589e-08,3.0
P15164,Grocery,Beverages,"eco-friendly, for adults, premium quality",20569,2.265155400000642e-08,4.52
P15165,Automotive,Car Care,"locally sourced, on sale, heavy-duty",17166,3.0805121136920784e-08,6.76
P15166,Toys,Remote Control,"smart device, bestseller",5745,1.980465807282394e-07,3.0
P15167,Electronics,Accessories,heavy-duty,21056,2.176814504538434e-08,3.0
P15168,Books,Fiction,"essential item, top rated, new arrival, modern design, on sale",1564,1.8086641567464333e-06,4.71
P15169,Books,Children's Books,"customer favorite, vegan friendly",8382,1.0420040064627156e-07,3.0
P15170,Home & Kitchen,Bedding,"customer favorite, imported",20380,2.3009824138521597e-08,3.82
P15171,Books,Non-Fiction,"top rated, easy to use, limited edition, organic certified, premium quality",2872,6.436456884082738e-07,3.0
P15172,Electronics,Wearables,"essential item, easy to use",9845,7.926722964408764e-08,3.0
P15173,Toys,Dolls,"smart device, vintage style",4317,3.2192219640152627e-07,3.25
P15174,Grocery,Pantry Staples,"premium quality, new arrival, organic certified, customer favorite",6290,1.6976740396611365e-07,3.97
P15175,Books,Fiction,for adults,4922,2.5758446612277394e-07,3.0
P15176,Electronics,Accessories,"organic certified, for kids",4860,2.631956742220391e-07,13.71
P15177,Toys,Puzzles,"wireless, bestseller, organic certified, gluten-free",7586,1.2346349864935216e-07,3.0
P15178,Sports,Racquet Sports,"vintage style, for kids, collectible, locally sourced, new arrival",26306,1.490964208355447e-08,6.26
P15179,Electronics,Accessories,"organic certified, heavy-duty",28190,1.3255581244299641e-08,3.0
P15180,Beauty,Wellness,"collectible, for adults, handmade, premium quality",25563,1.5653819104740224e-08,3.0
P15181,Health,Personal Care,lightweight,5775,1.963007795608307e-07,3.0
P15182,Health,Supplements,"gluten-free, collectible, for adults, customer favorite, budget-friendly",29194,1.2489966645485081e-08,3.0
P15183,Books,Comics,"for kids, for adults, organic certified",15336,3.731211223275721e-08,3.0
P15184,Home & Kitchen,Bedding,"heavy-duty, on sale, handmade",4821,2.6682546892417217e-07,3.0
P15185,Automotive,Tools,"gluten-free, organic certified, premium quality, durable, collectible",7656,1.2155060721941248e-07,20.03
P15186,Sports,Team Sports Gear,"eco-friendly, new arrival, for kids, essential item",20554,2.267966347520826e-08,3.1
P15187,Toys,Action Figures,"easy to use, organic certified, essential item, durable",9370,8.621902360679671e-08,4.14
P15188,Automotive,Electronics for Cars,"for adults, on sale, bestseller",29156,1.2517652880098685e-08,5.07
P15189,Books,Non-Fiction,"for adults, on sale, collectible, durable",28625,1.2914959921023995e-08,3.0
P15190,Fashion,Men's Apparel,top rated,24842,1.6433999037365105e-08,3.0
P15191,Sports,Outdoor Equipment,"gluten-free, heavy-duty, for adults, essential item, vintage style",9959,7.773089349471913e-08,3.0
P15192,Sports,Racquet Sports,durable,15535,3.650322765577084e-08,7.41
P15193,Automotive,Tools,"wireless, vintage style",4116,3.4910195628421695e-07,3.0
P15194,Beauty,Skincare,"lightweight, collectible, vegan friendly, eco-friendly, imported",10174,7.495911634895157e-08,3.2
P15195,Books,Comics,"customer favorite, eco-friendly, top rated",15812,3.54227957701052e-08,4.62
P15196,Automotive,Accessories,"essential item, imported, limited edition, gluten-free, for kids",4918,2.5794072333043e-07,3.0
P15197,Sports,Water Sports,"heavy-duty, vintage style, bestseller",12286,5.43954452742114e-08,3.0
P15198,Home & Kitchen,Storage,"essential item, durable, on sale",25914,1.5295082797970114e-08,3.71
P15199,Grocery,Snacks,"for adults, top rated",14580,4.0660490568035255e-08,3.0
P15200,Sports,Outdoor Equipment,"handmade, imported, vegan friendly, top rated, customer favorite",6227,1.7269761231369767e-07,3.57
P15201,Books,Children's Books,"essential item, for adults, wireless, smart device",14432,4.1371886114648614e-08,3.0
P15202,Toys,Puzzles,"durable, organic certified, essential item, bestseller",15030,3.8612697070809905e-08,3.0
P15203,Books,Sci-Fi,"lightweight, locally sourced, smart device, heavy-duty, vegan friendly",16022,3.4637135476989916e-08,10.37
P15204,Toys,Educational Toys,"limited edition, imported",28738,1.2828748351388648e-08,3.0
P15205,Fashion,Footwear,"organic certified, wireless, modern design",22404,1.958876003325064e-08,3.0
P15206,Electronics,Smart Home,"limited edition, wireless, easy to use, heavy-duty",9240,8.829132894366402e-08,3.0
P15207,Sports,Fitness Gear,"limited edition, imported, on sale",27109,1.4166659609613216e-08,3.0
P15208,Toys,Educational Toys,"eco-friendly, organic certified, limited edition, durable",26811,1.4435382078015196e-08,8.03
P15209,Sports,Team Sports Gear,"collectible, essential item",3539,4.512980410418175e-07,13.92
P15210,Books,Comics,"on sale, easy to use, heavy-duty, gift idea",25857,1.5352445863379727e-08,5.52
P15211,Fashion,Men's Apparel,"essential item, gift idea, bestseller",4493,3.007796802071081e-07,3.0
P15212,Electronics,Wearables,"premium quality, smart device",19043,2.582321316484822e-08,3.0
P15213,Grocery,Pantry Staples,"wireless, eco-friendly, handmade, heavy-duty, gift idea",9167,8.948991829391627e-08,3.81
P15214,Automotive,Accessories,top rated,28720,1.2842419862732306e-08,3.0
P15215,Toys,Puzzles,"limited edition, collectible, on sale, customer favorite",26547,1.4680273277108347e-08,8.15
P15216,Automotive,Tools,"lightweight, durable, new arrival, essential item, vegan friendly",8499,1.0177359020959095e-07,3.0
P15217,Electronics,Wearables,essential item,17085,3.105381300633302e-08,3.0
P15218,Fashion,Watches,gluten-free,23687,1.7819409274103518e-08,5.15
P15219,Electronics,Laptops,"eco-friendly, premium quality, locally sourced",21809,2.0505937323774077e-08,3.91
P15220,Electronics,Smart Home,"organic certified, heavy-duty, gift idea, easy to use",10746,6.830315791958013e-08,3.0
P15221,Fashion,Women's Apparel,smart device,13818,4.4545474012760503e-08,3.0
P15222,Books,Comics,budget-friendly,24329,1.7027432431204604e-08,3.37
P15223,Health,Medical Supplies,"durable, essential item, top rated, for kids",14409,4.148421482199638e-08,3.0
P15224,Home & Kitchen,Appliances,"gift idea, collectible, organic certified, limited edition, wireless",3007,5.95296839840702e-07,3.0
P15225,Grocery,Beverages,"modern design, locally sourced",23200,1.845996318383785e-08,3.0
P15226,Home & Kitchen,Cookware,collectible,20250,2.3261507583202154e-08,3.0
P15227,Toys,Action Figures,"limited edition, gluten-free, vintage style, organic certified",22850,1.894322236969819e-08,3.25
P15228,Electronics,Accessories,"durable, collectible, bestseller, wireless, lightweight",28429,1.3066693763396132e-08,3.0
P15229,Toys,Puzzles,"gift idea, locally sourced",14103,4.302598731184605e-08,6.86
P15230,Automotive,Electronics for Cars,wireless,7683,1.2082532957529633e-07,3.0
P15231,Electronics,Wearables,durable,2667,7.299973409494439e-07,13.78
P15232,Beauty,Haircare,"on sale, for adults",23970,1.7463236959223204e-08,6.4
P15233,Fashion,Kids' Fashion,"vegan friendly, bestseller, limited edition, modern design, gluten-free",13492,4.639066943284645e-08,5.48
P15234,Electronics,Laptops,bestseller,27931,1.3465217742763871e-08,3.0
P15235,Grocery,Pantry Staples,"lightweight, modern design",18278,2.7687367216334964e-08,3.0
P15236,Home & Kitchen,Cookware,on sale,22513,1.9427802218547583e-08,3.76
P15237,Books,Sci-Fi,imported,20677,2.2450788970635766e-08,3.0
P15238,Electronics,Accessories,"budget-friendly, vegan friendly",20349,2.306944693061225e-08,9.22
P15239,Home & Kitchen,Storage,"eco-friendly, vintage style, bestseller, budget-friendly, smart device",10698,6.88249644606041e-08,3.0
P15240,Electronics,Laptops,"wireless, easy to use, premium quality, for adults",7743,1.1923799483444136e-07,10.1
P15241,Sports,Outdoor Equipment,"locally sourced, limited edition, imported, heavy-duty",11767,5.8536752364519785e-08,4.53
P15242,Electronics,Wearables,easy to use,27067,1.4204050112920806e-08,3.48
P15243,Beauty,Men's Grooming,gift idea,14004,4.3544351926275876e-08,3.35
P15244,Fashion,Kids' Fashion,"gluten-free, for adults, customer favorite, eco-friendly, easy to use",513,1.2032638912917743e-05,3.0
P15245,Books,Academic,premium quality,25568,1.5648615398736495e-08,3.02
P15246,Books,Mystery,"imported, eco-friendly, organic certified, gluten-free, heavy-duty",28193,1.3253183452417122e-08,3.33
P15247,Beauty,Wellness,modern design,22227,1.9854683146171258e-08,3.0
P15248,Grocery,Frozen Foods,"imported, essential item, wireless, organic certified",23609,1.791960771652494e-08,21.11
P15249,Toys,Dolls,"eco-friendly, locally sourced, collectible, easy to use, wireless",9971,7.757192827442351e-08,3.0
P15250,Toys,Remote Control,"easy to use, organic certified, gift idea, for adults",3835,3.9369443756940453e-07,9.02
P15251,Electronics,Mobiles,"organic certified, locally sourced",3118,5.597202460935899e-07,3.0
P15252,Toys,Remote Control,handmade,18840,2.629800947316956e-08,25.0
P15253,Health,Wellness Devices,for adults,26747,1.449415070895153e-08,7.72
P15254,Toys,Educational Toys,"collectible, new arrival, heavy-duty, customer favorite, for adults",22921,1.884357718405149e-08,3.0
P15255,Automotive,Accessories,"premium quality, smart device",16468,3.3057571481920285e-08,3.0
P15256,Automotive,Car Parts,"easy to use, top rated, essential item",9380,8.606282142862269e-08,3.0
P15257,Electronics,Smart Home,top rated,7465,1.268848364874074e-07,3.0
P15258,Fashion,Men's Apparel,vegan friendly,25057,1.6195001060391676e-08,3.84
P15259,Fashion,Men's Apparel,"new arrival, vintage style, handmade",16679,3.234978436312761e-08,3.0
P15260,Electronics,Cameras,"wireless, gluten-free, budget-friendly, essential item, locally sourced",27797,1.35757530339147e-08,3.0
P15261,Grocery,Snacks,"wireless, eco-friendly",1832,1.382251618054846e-06,3.0
P15262,Electronics,Cameras,"heavy-duty, collectible, lightweight, new arrival, premium quality",27442,1.3875658825058403e-08,3.0
P15263,Home & Kitchen,Cookware,"top rated, lightweight, premium quality, budget-friendly",11079,6.484992062122461e-08,3.0
P15264,Books,Fiction,"lightweight, for adults, vegan friendly, modern design, collectible",25133,1.6111836339084742e-08,9.38
P15265,Beauty,Men's Grooming,durable,9763,8.040236305839514e-08,4.65
P15266,Health,Wellness Devices,"vegan friendly, gift idea, heavy-duty",20265,2.323224457992492e-08,3.0
P15267,Grocery,Pantry Staples,"on sale, heavy-duty",17457,2.9937261066381826e-08,25.0
P15268,Sports,Team Sports Gear,heavy-duty,17645,2.9397038304389387e-08,14.37
P15269,Grocery,Pantry Staples,"premium quality, smart device, vintage style",26394,1.4825233552605322e-08,3.0
P15270,Home & Kitchen,Bedding,"imported, lightweight, handmade",21195,2.1526012558932016e-08,3.0
P15271,Grocery,Frozen Foods,"imported, essential item, easy to use, durable",24136,1.725954726973096e-08,3.0
P15272,Fashion,Footwear,gluten-free,22711,1.9140741914712212e-08,3.0
P15273,Health,Medical Supplies,"handmade, on sale, for kids",21276,2.1386880167709962e-08,3.0
P15274,Beauty,Wellness,"on sale, premium quality, for adults, easy to use",22172,1.9938483625826006e-08,3.0
P15275,Beauty,Fragrance,"budget-friendly, modern design",29913,1.1983907665920105e-08,4.36
P15276,Electronics,Mobiles,limited edition,25265,1.596899520478586e-08,3.0
P15277,Grocery,Pantry Staples,"for adults, essential item, eco-friendly, lightweight, gift idea",7506,1.25708849796731e-07,3.0
P15278,Books,Academic,"for adults, handmade",14517,4.0960921106325025e-08,3.0
P15279,Electronics,Smart Home,"lightweight, for adults, limited edition",22494,1.9455707593843167e-08,8.68
P15280,Electronics,Audio,"smart device, limited edition",10459,7.151993774635168e-08,3.0
P15281,Electronics,Smart Home,"essential item, lightweight, durable",22120,2.001823099567535e-08,3.0
P15282,Electronics,Laptops,"durable, vintage style, vegan friendly",15300,3.7461483563277564e-08,3.0
P15283,Grocery,Frozen Foods,"locally sourced, premium quality",15723,3.5764338798900654e-08,3.69
P15284,Automotive,Tools,bestseller,3344,4.969443393485358e-07,3.0
P15285,Health,Supplements,customer favorite,28084,1.3340747533041274e-08,3.0
P15286,Sports,Team Sports Gear,"heavy-duty, organic certified, durable, for kids, easy to use",18071,2.8228687684650455e-08,3.0
P15287,Sports,Racquet Sports,"budget-friendly, limited edition, vegan friendly, vintage style, organic certified",13915,4.401887578228982e-08,3.0
P15288,Home & Kitchen,Cookware,"for adults, imported, new arrival",14329,4.187872048878898e-08,3.0
P15289,Sports,Water Sports,"locally sourced, top rated",19850,2.406398432343331e-08,25.0
P15290,Fashion,Women's Apparel,limited edition,21306,2.1335711798236207e-08,3.0
P15291,Electronics,Mobiles,"budget-friendly, lightweight, limited edition, premium quality",28232,1.3222074740146543e-08,3.0
P15292,Books,Children's Books,"gluten-free, customer favorite, new arrival, handmade, budget-friendly",1412,2.151995805192533e-06,3.22
P15293,Fashion,Men's Apparel,customer favorite,16726,3.219540166795569e-08,3.0
P15294,Sports,Water Sports,top rated,13964,4.3756610858602326e-08,8.09
P15295,Sports,Cycling,limited edition,15786,3.552203496818989e-08,22.2
P15296,Fashion,Footwear,"heavy-duty, bestseller, smart device, modern design, premium quality",12646,5.178929548589028e-08,14.0
P15297,Health,Wellness Devices,"for adults, bestseller, new arrival, durable",19800,2.4167380588511477e-08,5.4
P15298,Fashion,Watches,"vegan friendly, top rated",26808,1.4438128397475362e-08,3.0
P15299,Health,Vitamins,"vegan friendly, new arrival, limited edition, essential item",254,3.975054492441017e-05,3.0
P15300,Beauty,Fragrance,"wireless, bestseller, lightweight, heavy-duty",23936,1.750542766965937e-08,3.0
P15301,Beauty,Wellness,"top rated, for kids, eco-friendly, premium quality",13057,4.9048600236232377e-08,3.0
P15302,Grocery,Frozen Foods,"vegan friendly, modern design, top rated, organic certified",17297,3.040955533139234e-08,5.7
P15303,Automotive,Accessories,"organic certified, imported, customer favorite, on sale, vintage style",376,2.0405209991128888e-05,25.0
P15304,Toys,Educational Toys,"locally sourced, bestseller, wireless",7927,1.1457116941984075e-07,17.98
P15305,Fashion,Watches,"durable, imported",14010,4.3512654152436353e-08,3.0
P15306,Fashion,Jewelry,locally sourced,13811,4.458386262845917e-08,3.21
P15307,Fashion,Watches,gift idea,21839,2.045807341418211e-08,6.11
P15308,Electronics,Laptops,"modern design, imported",4221,3.344677943222412e-07,3.0
P15309,Electronics,Cameras,lightweight,29862,1.201872200365287e-08,10.34
P15310,Books,Mystery,"heavy-duty, limited edition",16100,3.435234712598117e-08,3.0
P15311,Toys,Puzzles,easy to use,1627,1.6912256816113567e-06,3.0
P15312,Health,Supplements,"budget-friendly, for adults, heavy-duty",8886,9.435386172571565e-08,3.0
P15313,Home & Kitchen,Storage,"for adults, budget-friendly, vegan friendly, durable, limited edition",11030,6.534043684617398e-08,3.0
P15314,Electronics,Wearables,"bestseller, top rated, essential item, limited edition, vintage style",14134,4.286568389308941e-08,5.29
P15315,Fashion,Men's Apparel,"for adults, bestseller, modern design, gluten-free, top rated",22483,1.9471892445952314e-08,3.0
